cuisine,order_size_items,prep_time_estimate_min,distance_km,driver_experience_m,courier_type,weather,wind_mps,traffic_level,hour_of_day,day_of_week,restaurant_load,delivery_time_min
pizza,4,12.0,6.9,9,bike,rain,5.9,low,9,Fri,0.42,55.5
indian,4,15.6,4.3,5,bike,clear,3.9,low,9,Fri,0.28,50.6
fried_chicken,6,11.9,3.2,10,ebike,clear,6.3,medium,9,Fri,0.14,41.7
noodles,3,10.1,3.2,6,bike,clear,8.5,low,10,Fri,0.28,34.7
fried_chicken,3,11.2,2.1,6,ebike,clear,7.9,medium,10,Fri,0.14,32.0
pizza,3,11.7,1.6,9,ebike,rain,8.5,low,10,Fri,0.28,29.9
burger,3,8.4,7.9,8,ebike,clear,8.3,low,10,Fri,0.42,41.9
mexican,2,11.3,8.6,1,bike,clear,6.1,low,10,Fri,0.28,58.9
mexican,5,12.0,1.8,3,ebike,rain,4.0,low,10,Fri,0.14,35.4
fried_chicken,4,11.5,3.6,1,bike,storm,13.2,medium,10,Fri,0.42,45.8
pizza,4,12.0,2.8,8,bike,clear,6.9,medium,11,Fri,0.14,43.7
burger,5,8.8,2.7,3,ebike,clear,9.2,medium,11,Fri,0.28,33.6
mexican,6,12.2,4.1,8,bike,rain,6.2,medium,11,Fri,0.42,51.8
indian,4,15.6,9.3,12,ebike,clear,3.6,low,11,Fri,0.56,58.9
indian,5,15.9,1.7,9,ebike,rain,4.4,low,11,Fri,0.42,44.4
salad,2,6.6,4.6,0,bike,rain,10.0,medium,11,Fri,0.28,36.0
burger,4,8.6,4.4,4,ebike,clear,6.5,high,11,Fri,0.42,35.1
fried_chicken,4,11.5,2.0,6,bike,rain,5.1,medium,11,Fri,0.56,36.0
indian,4,15.6,1.1,3,ebike,clear,6.3,low,11,Fri,0.42,40.2
noodles,4,10.3,3.4,1,bike,clear,6.4,medium,12,Fri,0.14,42.0
burger,4,8.6,2.0,16,bike,clear,4.9,high,12,Fri,0.14,34.3
sushi,2,13.7,2.1,9,ebike,clear,7.4,medium,12,Fri,0.28,34.9
mexican,2,11.3,2.9,3,ebike,rain,7.4,medium,12,Fri,0.42,41.1
noodles,5,10.5,4.1,4,bike,rain,7.2,medium,12,Fri,0.56,37.7
mexican,3,11.6,3.7,3,bike,rain,7.6,low,12,Fri,0.56,45.1
fried_chicken,5,11.7,1.4,2,bike,clear,3.2,high,13,Fri,0.28,33.4
burger,2,8.1,6.7,1,ebike,storm,8.1,medium,13,Fri,0.28,46.5
burger,6,9.0,8.8,2,bike,clear,7.5,low,13,Fri,0.28,55.5
mexican,4,11.8,4.4,6,ebike,clear,7.1,low,13,Fri,0.14,37.1
pizza,3,11.7,3.7,5,ebike,clear,7.1,low,13,Fri,0.28,40.6
fried_chicken,4,11.5,7.8,2,ebike,rain,7.5,low,13,Fri,0.42,55.0
salad,2,6.6,1.7,6,bike,clear,5.4,medium,13,Fri,0.42,22.1
pizza,2,11.4,2.2,6,ebike,rain,6.5,medium,13,Fri,0.28,34.9
pizza,5,12.2,3.1,5,ebike,clear,6.0,medium,14,Fri,0.28,34.1
pizza,4,12.0,5.2,14,bike,clear,4.0,low,14,Fri,0.14,42.6
pizza,3,11.7,5.7,2,ebike,clear,1.7,low,15,Fri,0.14,43.9
pizza,4,12.0,1.5,3,bike,storm,12.7,high,15,Fri,0.28,39.7
salad,1,6.4,1.9,2,ebike,clear,5.5,medium,15,Fri,0.28,21.5
fried_chicken,4,11.5,6.1,1,ebike,storm,14.3,medium,15,Fri,0.14,48.3
pizza,4,12.0,1.6,2,ebike,rain,9.4,medium,15,Fri,0.42,32.2
sushi,1,13.2,9.2,1,bike,clear,9.7,high,15,Fri,0.28,73.3
pizza,2,11.4,5.2,5,ebike,clear,4.0,low,15,Fri,0.28,42.6
mexican,5,12.0,6.2,11,ebike,clear,7.9,low,15,Fri,0.42,45.1
fried_chicken,4,11.5,2.8,0,ebike,clear,9.0,medium,16,Fri,0.42,40.1
sushi,1,13.2,1.4,2,ebike,rain,8.7,medium,16,Fri,0.56,33.0
pizza,2,11.4,4.6,1,ebike,clear,4.7,medium,16,Fri,0.69,46.3
burger,4,8.6,9.1,6,ebike,clear,7.0,low,16,Fri,0.14,48.1
burger,4,8.6,6.3,4,ebike,rain,4.4,medium,16,Fri,0.28,42.6
burger,3,8.4,3.3,3,bike,clear,5.9,low,16,Fri,0.28,33.5
salad,4,7.0,4.1,7,ebike,clear,4.3,low,16,Fri,0.28,32.8
burger,2,8.1,2.8,2,ebike,rain,12.0,high,16,Fri,0.42,34.9
salad,2,6.6,2.0,5,bike,clear,3.1,medium,16,Fri,0.69,24.1
fried_chicken,3,11.2,4.3,3,bike,clear,5.5,high,16,Fri,0.56,46.3
mexican,3,11.6,2.4,6,ebike,clear,7.4,medium,16,Fri,0.69,40.6
burger,3,8.4,0.8,6,ebike,rain,7.5,low,17,Fri,0.14,25.4
pizza,4,12.0,0.6,4,bike,clear,7.5,high,17,Fri,0.28,32.5
sushi,1,13.2,9.4,4,ebike,rain,6.1,low,17,Fri,0.42,59.2
noodles,4,10.3,3.5,15,ebike,clear,8.9,high,17,Fri,0.28,35.4
mexican,5,12.0,2.6,8,ebike,clear,4.0,medium,17,Fri,0.14,34.2
burger,3,8.4,1.5,3,ebike,rain,7.8,medium,17,Fri,0.14,23.5
pizza,3,11.7,2.8,11,bike,rain,9.1,medium,17,Fri,0.28,38.3
sushi,2,13.7,2.7,15,ebike,clear,4.9,low,17,Fri,0.42,38.6
mexican,5,12.0,2.0,7,ebike,clear,9.4,high,17,Fri,0.42,38.8
sushi,3,14.1,3.2,2,ebike,storm,10.6,low,18,Fri,0.14,43.0
mexican,3,11.6,2.7,5,bike,rain,7.3,medium,18,Fri,0.14,36.0
fried_chicken,2,10.9,1.2,8,ebike,clear,3.7,low,18,Fri,0.28,29.9
pizza,3,11.7,6.7,4,bike,storm,11.4,medium,18,Fri,0.28,61.6
noodles,3,10.1,2.6,3,ebike,clear,8.6,low,18,Fri,0.42,34.8
mexican,4,11.8,4.0,9,ebike,clear,5.3,low,18,Fri,0.56,40.3
pizza,2,11.4,3.4,2,ebike,clear,5.3,high,18,Fri,0.56,43.1
salad,2,6.6,3.8,2,bike,clear,7.4,medium,19,Fri,0.83,32.3
burger,5,8.8,4.9,3,ebike,rain,6.2,medium,18,Fri,0.56,40.3
pizza,3,11.7,1.8,0,ebike,clear,5.5,medium,18,Fri,0.56,39.5
pizza,4,12.0,3.0,5,bike,clear,6.6,medium,18,Fri,0.69,50.5
pizza,4,12.0,6.0,1,ebike,rain,3.4,low,19,Fri,0.86,53.9
fried_chicken,4,11.5,3.7,16,ebike,rain,3.6,low,19,Fri,0.83,43.1
pizza,5,12.2,4.4,12,ebike,clear,4.1,medium,19,Fri,0.56,38.0
indian,5,15.9,3.2,8,ebike,rain,3.4,medium,19,Fri,0.69,46.6
pizza,4,12.0,4.6,4,ebike,storm,10.8,high,19,Fri,0.83,61.4
pizza,4,12.0,8.3,6,bike,rain,3.6,medium,19,Fri,0.83,68.1
fried_chicken,3,11.2,0.5,5,bike,storm,10.2,medium,19,Fri,0.86,36.4
pizza,2,11.4,2.3,0,bike,rain,5.1,medium,19,Fri,0.83,42.2
burger,2,8.1,2.7,8,ebike,clear,1.7,medium,19,Fri,0.83,39.7
noodles,3,10.1,4.6,2,ebike,clear,4.5,high,19,Fri,0.69,44.5
burger,5,8.8,1.9,5,ebike,clear,5.5,medium,19,Fri,0.14,34.1
burger,5,8.8,1.7,3,bike,clear,8.0,medium,19,Fri,0.28,25.4
indian,5,15.9,2.5,5,bike,storm,11.1,low,19,Fri,0.42,48.6
fried_chicken,2,10.9,2.7,5,ebike,clear,4.2,high,20,Fri,0.28,37.9
salad,2,6.6,1.4,12,bike,clear,3.6,medium,20,Fri,0.69,19.3
fried_chicken,6,11.9,5.7,7,bike,clear,3.8,low,20,Fri,0.56,45.0
sushi,3,14.1,4.6,2,bike,rain,4.1,low,20,Fri,0.42,51.0
pizza,3,11.7,4.5,2,ebike,clear,5.3,high,20,Fri,0.69,47.8
noodles,5,10.5,6.4,6,ebike,clear,4.1,high,20,Fri,0.28,50.8
mexican,4,11.8,4.5,9,ebike,clear,2.9,medium,20,Fri,0.42,42.3
sushi,2,13.7,0.5,12,bike,rain,4.0,medium,20,Fri,0.14,26.7
indian,6,16.2,4.0,9,bike,storm,9.4,low,20,Fri,0.28,64.1
indian,3,15.3,3.1,5,ebike,rain,2.8,medium,21,Fri,0.42,45.8
pizza,3,11.7,3.3,2,ebike,clear,4.8,low,21,Fri,0.69,40.0
indian,4,15.6,2.4,2,bike,rain,2.8,low,21,Fri,0.42,48.1
indian,5,15.9,1.9,2,ebike,clear,4.3,medium,21,Fri,0.56,45.5
fried_chicken,2,10.9,4.7,3,ebike,rain,4.3,low,21,Fri,0.56,45.7
fried_chicken,4,11.5,2.9,6,bike,clear,4.5,low,21,Fri,0.28,32.9
pizza,2,11.4,0.8,4,bike,clear,6.5,medium,21,Fri,0.42,29.8
salad,3,6.8,5.4,7,ebike,rain,5.1,low,21,Fri,0.28,33.6
burger,2,8.1,8.1,8,bike,rain,3.3,medium,21,Fri,0.42,50.6
salad,3,6.8,6.5,7,ebike,clear,3.3,low,21,Fri,0.56,32.2
salad,4,7.0,3.4,0,bike,rain,1.1,medium,21,Fri,0.56,32.5
noodles,3,10.1,4.4,1,ebike,rain,2.7,low,21,Fri,0.42,35.7
sushi,4,14.4,8.3,5,ebike,clear,4.9,low,22,Fri,0.14,50.5
noodles,3,10.1,5.0,4,ebike,clear,7.6,low,23,Fri,0.14,40.5
burger,2,8.1,2.1,4,ebike,clear,4.1,low,23,Fri,0.14,26.4
pizza,1,11.0,2.7,4,ebike,clear,7.2,medium,23,Fri,0.28,33.4
fried_chicken,3,11.2,3.5,10,ebike,clear,7.1,low,23,Fri,0.14,34.6
burger,3,8.4,3.6,6,ebike,rain,5.3,low,0,Sat,0.14,27.1
mexican,4,11.8,6.3,2,ebike,rain,2.9,medium,1,Sat,0.14,46.7
fried_chicken,5,11.7,2.9,5,ebike,clear,5.7,medium,1,Sat,0.28,37.6
noodles,1,9.4,3.0,3,ebike,clear,8.4,medium,1,Sat,0.28,33.1
sushi,2,13.7,1.7,3,ebike,storm,9.2,low,2,Sat,0.14,39.6
pizza,5,12.2,0.9,6,ebike,rain,3.9,medium,3,Sat,0.14,30.5
pizza,5,12.2,7.7,3,ebike,rain,4.2,low,4,Sat,0.14,48.8
noodles,3,10.1,3.9,6,ebike,rain,2.9,low,4,Sat,0.14,36.9
sushi,2,13.7,3.0,3,ebike,clear,6.8,low,5,Sat,0.14,41.0
sushi,3,14.1,2.9,4,ebike,clear,5.3,low,6,Sat,0.14,42.8
burger,4,8.6,7.0,3,bike,clear,3.3,low,6,Sat,0.14,36.3
indian,5,15.9,1.7,4,bike,clear,10.0,low,7,Sat,0.14,43.7
sushi,3,14.1,6.9,4,ebike,clear,3.7,high,7,Sat,0.14,60.0
noodles,4,10.3,4.2,4,ebike,rain,1.7,medium,8,Sat,0.14,42.1
burger,2,8.1,2.1,5,ebike,clear,4.4,medium,9,Sat,0.14,27.4
fried_chicken,3,11.2,1.2,2,bike,clear,7.9,medium,9,Sat,0.28,30.7
burger,4,8.6,2.1,1,ebike,rain,6.5,medium,10,Sat,0.42,24.9
sushi,1,13.2,6.6,4,ebike,rain,8.4,low,9,Sat,0.28,51.1
sushi,1,13.2,2.2,7,bike,clear,7.8,low,10,Sat,0.14,36.9
pizza,3,11.7,1.4,3,ebike,clear,8.3,medium,10,Sat,0.28,31.7
salad,2,6.6,1.4,5,bike,clear,6.3,low,10,Sat,0.56,22.2
fried_chicken,5,11.7,7.0,8,ebike,rain,4.9,medium,10,Sat,0.42,52.1
burger,5,8.8,4.8,6,bike,storm,8.2,medium,11,Sat,0.28,50.6
sushi,4,14.4,5.7,8,bike,clear,5.3,medium,11,Sat,0.28,52.4
salad,1,6.4,2.0,4,ebike,clear,8.0,medium,11,Sat,0.28,22.6
burger,6,9.0,8.5,4,ebike,clear,9.7,low,11,Sat,0.42,48.0
fried_chicken,7,12.1,0.8,1,ebike,clear,5.3,medium,11,Sat,0.14,33.4
pizza,4,12.0,1.2,13,ebike,rain,8.1,high,11,Sat,0.28,33.4
fried_chicken,2,10.9,8.2,9,ebike,rain,7.8,low,11,Sat,0.42,49.9
burger,4,8.6,3.5,9,ebike,clear,9.0,medium,11,Sat,0.42,29.1
fried_chicken,4,11.5,2.1,2,bike,storm,12.1,medium,11,Sat,0.28,38.5
pizza,1,11.0,5.1,4,bike,clear,7.9,low,12,Sat,0.28,39.2
burger,6,9.0,1.9,9,ebike,clear,9.2,medium,12,Sat,0.56,28.4
sushi,2,13.7,5.5,3,ebike,rain,9.2,low,12,Sat,0.42,48.1
fried_chicken,3,11.2,2.4,9,ebike,clear,5.5,medium,12,Sat,0.42,33.9
fried_chicken,4,11.5,2.2,9,ebike,rain,7.3,low,12,Sat,0.28,35.9
sushi,1,13.2,2.2,4,bike,clear,8.0,medium,12,Sat,0.42,43.3
mexican,3,11.6,4.8,9,ebike,rain,9.1,low,12,Sat,0.28,49.5
burger,5,8.8,0.5,2,ebike,clear,6.8,high,12,Sat,0.28,23.6
indian,4,15.6,3.6,1,ebike,clear,6.6,medium,12,Sat,0.28,48.5
mexican,3,11.6,5.6,10,bike,rain,6.4,low,12,Sat,0.42,49.7
mexican,5,12.0,3.4,10,bike,rain,5.7,low,12,Sat,0.42,40.8
indian,5,15.9,3.4,13,ebike,clear,7.3,high,13,Sat,0.56,45.8
fried_chicken,6,11.9,4.2,2,bike,clear,6.6,medium,13,Sat,0.56,44.9
salad,4,7.0,3.9,11,ebike,clear,4.7,high,13,Sat,0.42,35.4
indian,5,15.9,3.3,9,ebike,rain,5.3,medium,13,Sat,0.56,42.0
fried_chicken,5,11.7,8.7,3,bike,clear,8.2,medium,13,Sat,0.42,60.8
indian,5,15.9,2.9,2,bike,rain,9.4,low,13,Sat,0.14,53.9
indian,4,15.6,3.0,10,ebike,clear,7.0,low,13,Sat,0.28,44.0
salad,3,6.8,2.6,5,bike,clear,8.4,medium,13,Sat,0.42,32.1
fried_chicken,3,11.2,3.1,14,ebike,clear,7.4,medium,13,Sat,0.42,39.6
noodles,3,10.1,4.5,4,ebike,clear,5.5,low,13,Sat,0.42,36.2
indian,6,16.2,6.7,2,bike,clear,4.0,medium,14,Sat,0.14,61.3
pizza,3,11.7,4.2,6,bike,clear,7.1,low,14,Sat,0.28,44.0
salad,3,6.8,3.5,3,ebike,clear,10.2,low,14,Sat,0.28,28.9
indian,4,15.6,2.4,3,bike,clear,0.1,low,14,Sat,0.42,46.3
burger,4,8.6,8.4,9,bike,clear,7.4,medium,14,Sat,0.42,56.1
pizza,4,12.0,0.9,9,bike,storm,9.3,medium,14,Sat,0.42,30.7
pizza,3,11.7,7.3,0,ebike,storm,9.6,medium,15,Sat,0.14,54.8
burger,2,8.1,2.4,4,ebike,clear,7.2,low,15,Sat,0.28,28.5
pizza,4,12.0,1.7,7,ebike,clear,7.4,medium,15,Sat,0.42,29.8
sushi,2,13.7,3.3,4,ebike,clear,9.5,medium,15,Sat,0.14,44.6
burger,4,8.6,3.2,8,ebike,clear,5.7,medium,16,Sat,0.14,34.3
salad,1,6.4,3.3,10,ebike,storm,5.0,low,16,Sat,0.28,23.9
burger,4,8.6,2.5,5,ebike,clear,6.1,medium,16,Sat,0.28,32.5
mexican,5,12.0,2.9,4,bike,rain,6.6,low,16,Sat,0.14,41.5
sushi,2,13.7,2.0,9,ebike,rain,4.7,medium,16,Sat,0.28,40.7
pizza,4,12.0,3.9,0,bike,clear,4.2,medium,16,Sat,0.42,46.4
burger,3,8.4,2.4,5,bike,rain,6.1,medium,16,Sat,0.28,25.6
sushi,2,13.7,0.8,1,ebike,rain,5.7,medium,16,Sat,0.28,33.7
burger,5,8.8,1.9,13,ebike,clear,6.5,medium,17,Sat,0.28,28.1
salad,1,6.4,3.8,5,bike,clear,0.9,medium,17,Sat,0.56,30.4
indian,7,16.4,3.3,17,ebike,rain,5.5,medium,17,Sat,0.14,47.0
burger,4,8.6,2.3,4,ebike,rain,5.5,low,17,Sat,0.42,31.0
noodles,4,10.3,2.0,7,bike,clear,6.1,low,17,Sat,0.28,32.4
pizza,4,12.0,3.4,4,ebike,rain,9.1,low,17,Sat,0.14,45.4
mexican,5,12.0,4.1,5,bike,clear,5.7,medium,17,Sat,0.42,48.5
mexican,3,11.6,3.7,2,ebike,rain,2.9,medium,18,Sat,0.28,39.4
pizza,5,12.2,1.3,10,bike,clear,5.4,medium,18,Sat,0.42,35.3
mexican,4,11.8,3.6,9,ebike,clear,6.5,medium,18,Sat,0.28,37.8
indian,4,15.6,4.1,0,bike,clear,10.4,low,18,Sat,0.14,47.2
pizza,4,12.0,7.0,7,bike,clear,3.7,medium,18,Sat,0.42,55.3
sushi,3,14.1,4.4,2,ebike,rain,8.3,medium,18,Sat,0.56,39.7
pizza,4,12.0,3.4,5,ebike,clear,6.5,low,18,Sat,0.69,33.6
burger,4,8.6,5.9,5,ebike,rain,5.2,medium,18,Sat,0.83,46.6
indian,4,15.6,2.2,11,ebike,clear,7.9,low,18,Sat,0.69,49.2
pizza,5,12.2,8.1,3,ebike,clear,7.6,low,19,Sat,0.14,49.1
burger,3,8.4,0.6,7,ebike,clear,4.3,medium,19,Sat,0.28,24.8
burger,3,8.4,2.3,3,ebike,rain,4.9,medium,19,Sat,0.14,29.6
mexican,5,12.0,1.6,5,ebike,rain,6.0,low,19,Sat,0.28,36.3
mexican,3,11.6,5.3,1,bike,rain,7.7,medium,19,Sat,0.42,44.3
sushi,2,13.7,2.3,5,bike,clear,1.9,medium,19,Sat,0.28,41.2
salad,4,7.0,5.7,11,bike,rain,6.3,low,19,Sat,0.56,38.9
noodles,2,9.8,3.7,2,bike,clear,4.3,low,19,Sat,0.42,39.1
burger,5,8.8,4.7,6,bike,clear,6.0,medium,19,Sat,0.56,41.2
burger,2,8.1,3.5,5,ebike,rain,6.4,medium,19,Sat,0.14,36.4
noodles,2,9.8,1.0,10,bike,rain,5.2,low,19,Sat,0.28,29.7
burger,3,8.4,4.2,4,ebike,clear,8.9,high,19,Sat,0.42,34.5
burger,5,8.8,4.3,6,ebike,clear,5.5,medium,20,Sat,0.28,35.4
burger,4,8.6,3.3,0,ebike,clear,4.4,low,20,Sat,0.28,29.2
burger,2,8.1,2.2,11,ebike,rain,2.9,medium,20,Sat,0.42,25.9
indian,5,15.9,1.3,17,ebike,clear,3.6,medium,20,Sat,0.28,36.4
indian,5,15.9,2.9,4,ebike,rain,3.2,medium,20,Sat,0.56,45.6
salad,1,6.4,5.3,4,bike,rain,4.3,medium,20,Sat,0.69,44.3
noodles,3,10.1,3.3,4,ebike,clear,8.6,low,20,Sat,0.69,37.4
indian,3,15.3,5.0,7,ebike,clear,3.4,medium,20,Sat,0.56,50.9
salad,1,6.4,1.1,10,ebike,rain,5.3,medium,20,Sat,0.83,24.9
fried_chicken,4,11.5,2.9,5,bike,clear,4.4,medium,20,Sat,0.69,46.5
pizza,3,11.7,1.1,2,ebike,clear,5.7,medium,20,Sat,0.83,39.0
fried_chicken,2,10.9,1.9,10,ebike,clear,3.1,medium,20,Sat,0.28,30.4
indian,5,15.9,1.8,12,ebike,clear,5.8,low,21,Sat,0.14,41.5
pizza,4,12.0,2.1,6,ebike,clear,5.3,medium,21,Sat,0.28,32.3
indian,4,15.6,2.1,1,ebike,rain,8.7,medium,21,Sat,0.42,46.5
fried_chicken,3,11.2,4.1,2,ebike,clear,5.1,medium,21,Sat,0.14,38.8
sushi,1,13.2,2.5,6,ebike,rain,5.7,low,21,Sat,0.28,37.5
pizza,4,12.0,1.8,9,ebike,storm,9.1,medium,21,Sat,0.42,38.4
fried_chicken,5,11.7,3.1,10,ebike,clear,6.3,low,21,Sat,0.56,35.3
indian,4,15.6,2.1,4,ebike,clear,4.1,medium,22,Sat,0.14,43.2
burger,4,8.6,2.5,6,ebike,clear,2.5,medium,23,Sat,0.28,28.8
noodles,6,10.7,4.3,10,ebike,rain,3.7,low,23,Sat,0.14,38.2
sushi,1,13.2,2.2,1,ebike,rain,5.4,medium,23,Sat,0.14,38.5
noodles,1,9.4,4.0,12,bike,clear,6.1,low,0,Sun,0.14,38.7
sushi,3,14.1,2.1,7,ebike,clear,5.2,medium,0,Sun,0.14,40.3
sushi,3,14.1,0.7,11,ebike,clear,2.2,medium,1,Sun,0.28,35.3
noodles,2,9.8,2.2,3,bike,clear,5.7,low,2,Sun,0.14,32.1
burger,2,8.1,7.5,5,ebike,storm,5.7,low,2,Sun,0.42,42.7
mexican,5,12.0,2.6,4,ebike,clear,5.8,low,2,Sun,0.28,38.4
burger,3,8.4,1.0,6,bike,clear,7.3,low,3,Sun,0.14,23.6
salad,4,7.0,2.8,0,bike,rain,1.8,medium,4,Sun,0.14,34.1
pizza,5,12.2,2.0,5,bike,clear,2.9,medium,5,Sun,0.14,33.3
pizza,5,12.2,2.7,6,bike,clear,9.0,medium,5,Sun,0.28,41.3
pizza,5,12.2,6.2,4,bike,clear,7.2,medium,5,Sun,0.14,52.5
pizza,4,12.0,1.2,6,ebike,rain,2.3,low,6,Sun,0.14,30.5
sushi,2,13.7,2.0,1,bike,clear,4.3,high,7,Sun,0.14,45.6
fried_chicken,5,11.7,3.6,6,ebike,rain,7.6,medium,8,Sun,0.14,34.7
burger,5,8.8,4.3,6,ebike,clear,9.4,medium,8,Sun,0.28,33.8
sushi,2,13.7,5.3,7,ebike,clear,8.6,high,9,Sun,0.14,50.7
burger,3,8.4,6.7,5,bike,rain,3.9,high,9,Sun,0.28,58.1
pizza,2,11.4,3.4,8,ebike,clear,7.0,low,10,Sun,0.14,35.9
burger,3,8.4,7.7,2,ebike,clear,7.1,high,10,Sun,0.28,50.7
mexican,4,11.8,4.4,6,bike,clear,6.1,low,10,Sun,0.42,39.2
burger,3,8.4,2.3,2,bike,rain,7.4,medium,10,Sun,0.28,28.2
burger,3,8.4,4.1,2,ebike,clear,10.3,low,10,Sun,0.28,32.8
burger,3,8.4,3.3,13,ebike,clear,4.6,low,10,Sun,0.28,27.3
pizza,4,12.0,1.5,4,bike,rain,6.1,low,10,Sun,0.42,35.9
pizza,4,12.0,2.5,6,ebike,clear,8.5,medium,10,Sun,0.14,36.3
noodles,2,9.8,3.2,7,bike,clear,7.5,low,11,Sun,0.14,36.1
burger,4,8.6,6.4,5,bike,clear,8.3,medium,11,Sun,0.28,46.6
salad,2,6.6,1.4,7,ebike,rain,6.9,low,11,Sun,0.56,22.8
burger,5,8.8,0.7,12,ebike,rain,9.3,low,11,Sun,0.42,24.1
mexican,4,11.8,5.3,2,bike,clear,4.6,medium,11,Sun,0.28,50.0
salad,4,7.0,2.3,12,ebike,clear,7.8,low,11,Sun,0.69,24.4
mexican,4,11.8,2.5,4,ebike,clear,7.6,low,11,Sun,0.56,35.3
noodles,5,10.5,3.5,4,ebike,clear,5.0,low,12,Sun,0.42,32.3
mexican,4,11.8,2.6,4,bike,clear,6.6,medium,12,Sun,0.42,39.3
burger,5,8.8,1.5,1,bike,clear,11.6,medium,12,Sun,0.14,26.5
indian,5,15.9,3.9,7,ebike,rain,2.0,medium,12,Sun,0.28,48.1
sushi,4,14.4,5.6,7,ebike,clear,4.9,medium,12,Sun,0.28,45.5
burger,3,8.4,7.7,10,ebike,rain,5.1,medium,12,Sun,0.56,47.9
indian,2,14.8,1.4,8,ebike,clear,5.1,low,12,Sun,0.56,41.4
indian,6,16.2,6.8,4,ebike,clear,8.3,medium,12,Sun,0.42,64.6
salad,4,7.0,4.7,1,bike,storm,4.1,high,12,Sun,0.83,55.8
pizza,5,12.2,1.2,10,ebike,clear,5.4,low,12,Sun,0.69,31.3
noodles,2,9.8,9.1,1,bike,clear,8.7,low,12,Sun,0.83,60.4
pizza,3,11.7,2.0,2,bike,clear,6.3,medium,12,Sun,0.83,41.4
salad,2,6.6,3.5,0,ebike,clear,7.5,low,13,Sun,0.83,26.4
pizza,4,12.0,2.3,5,ebike,clear,7.6,medium,12,Sun,0.83,40.9
burger,5,8.8,2.2,11,bike,storm,5.7,high,12,Sun,0.83,43.4
pizza,3,11.7,2.0,3,bike,rain,8.4,medium,12,Sun,0.83,46.0
sushi,3,14.1,7.4,4,ebike,clear,7.5,medium,13,Sun,0.14,51.5
burger,2,8.1,2.6,12,ebike,clear,9.0,low,14,Sun,0.28,26.9
indian,6,16.2,2.9,9,bike,clear,5.8,medium,14,Sun,0.14,43.5
pizza,4,12.0,2.7,4,bike,rain,2.5,low,14,Sun,0.42,40.9
indian,6,16.2,2.4,6,ebike,clear,4.1,medium,14,Sun,0.28,45.1
burger,2,8.1,5.1,2,ebike,clear,5.4,low,14,Sun,0.28,35.5
sushi,3,14.1,4.6,2,bike,clear,5.9,low,15,Sun,0.14,46.9
noodles,3,10.1,3.4,2,ebike,clear,6.3,medium,16,Sun,0.14,36.1
pizza,4,12.0,7.1,15,ebike,rain,5.5,low,16,Sun,0.28,50.9
noodles,2,9.8,4.1,0,bike,clear,7.1,medium,16,Sun,0.14,39.8
fried_chicken,3,11.2,6.4,5,ebike,clear,4.9,medium,16,Sun,0.28,45.4
fried_chicken,4,11.5,1.7,3,ebike,rain,5.7,low,17,Sun,0.14,36.7
burger,5,8.8,2.7,5,ebike,rain,6.7,low,17,Sun,0.14,33.5
burger,4,8.6,4.0,5,ebike,clear,6.1,medium,18,Sun,0.14,31.2
pizza,4,12.0,8.8,4,ebike,clear,6.9,medium,18,Sun,0.28,52.7
fried_chicken,4,11.5,3.1,4,bike,clear,8.8,medium,18,Sun,0.28,40.4
burger,3,8.4,9.2,8,bike,rain,6.9,medium,18,Sun,0.42,58.8
indian,5,15.9,1.8,4,bike,clear,7.9,medium,18,Sun,0.28,47.9
indian,3,15.3,2.7,1,ebike,clear,6.1,medium,18,Sun,0.42,43.4
pizza,4,12.0,3.3,12,ebike,clear,8.9,medium,18,Sun,0.42,36.6
pizza,4,12.0,3.3,0,bike,storm,11.8,medium,18,Sun,0.42,46.0
pizza,5,12.2,1.9,2,ebike,rain,5.4,medium,18,Sun,0.56,35.0
pizza,3,11.7,0.6,3,bike,clear,7.5,medium,18,Sun,0.28,30.8
fried_chicken,5,11.7,2.9,5,bike,clear,0.6,medium,19,Sun,0.28,37.0
noodles,3,10.1,0.8,1,bike,clear,6.8,high,19,Sun,0.28,25.0
burger,2,8.1,2.1,0,ebike,rain,4.3,medium,19,Sun,0.42,22.5
indian,5,15.9,4.8,0,ebike,rain,6.3,medium,19,Sun,0.28,56.1
pizza,4,12.0,3.2,2,ebike,rain,5.4,medium,19,Sun,0.28,38.9
fried_chicken,1,10.5,1.4,10,bike,clear,5.2,medium,19,Sun,0.56,30.4
pizza,3,11.7,2.5,3,ebike,rain,6.8,medium,19,Sun,0.69,34.0
noodles,2,9.8,3.5,1,ebike,clear,7.4,low,19,Sun,0.83,36.9
sushi,3,14.1,1.4,1,ebike,clear,9.9,medium,19,Sun,0.56,37.6
mexican,4,11.8,3.4,0,ebike,clear,2.1,low,19,Sun,0.42,38.2
burger,3,8.4,2.7,3,ebike,rain,8.0,low,19,Sun,0.56,30.6
indian,3,15.3,2.2,5,bike,storm,6.8,high,19,Sun,0.56,50.7
burger,3,8.4,3.8,12,bike,storm,8.6,medium,20,Sun,0.28,39.4
mexican,4,11.8,6.1,1,ebike,clear,5.2,high,20,Sun,0.28,52.2
burger,3,8.4,4.5,9,ebike,storm,5.6,medium,20,Sun,0.56,36.2
sushi,3,14.1,1.3,9,ebike,rain,9.3,medium,20,Sun,0.42,36.5
pizza,5,12.2,3.6,14,bike,clear,3.8,medium,20,Sun,0.14,41.0
